Date,Revenue,Expenses,Profit,Cash Flow,Debt,Assets,Liabilities,Marketing Spend,Employee Count,Tax Paid,Operational Cost
2027-05-14,26333,25061,1272,-1162,42264,136922,33121,14645,260,6983,15347.4
2027-05-15,66638,39401,27237,27159,47397,95652,22235,15645,409,10900,30824.69
2027-05-16,31268,18810,12458,9388,14647,94793,61381,17687,499,14298,15024.2
2027-05-17,90603,48680,41923,40505,40627,130433,51203,5380,490,9506,32906.69
2027-05-18,37045,38826,-1781,-5450,17540,52611,64156,14243,405,11986,29366.59
2027-05-19,60741,76278,-15537,-12471,36075,146517,21665,9212,229,6877,59420.99
2027-05-20,62770,19902,42868,47616,42424,98429,22162,8503,342,11914,15306.51
2027-05-21,27887,67340,-39453,-43974,33774,108053,40942,15915,357,11741,47910.37
2027-05-22,44918,73659,-28741,-29232,23300,139813,58721,14847,58,13593,50871.4
2027-05-23,55497,77734,-22237,-24191,42376,51653,24195,18052,84,8068,51690.38
2027-05-24,81009,79958,1051,-2461,27998,84236,29691,15703,410,13141,49366.44
2027-05-25,31929,34612,-2683,469,20636,99440,28909,16234,222,11169,27484.77
2027-05-26,81762,64723,17039,14131,42866,116940,46594,7784,98,3665,39618.66
2027-05-27,99099,75599,23500,19329,44274,101595,20903,16480,345,8141,48190.89
2027-05-28,48546,25663,22883,25538,46243,118129,30847,7854,264,12909,18002.01
2027-05-29,98424,28967,69457,67157,39930,95087,69917,7251,427,9349,17864.49
2027-05-30,57338,62776,-5438,-2103,13257,112998,21811,16983,57,4755,46519.43
2027-05-31,54283,55536,-1253,-1323,22566,104885,67977,14123,192,9695,33456.36
2027-06-01,98170,20135,78035,75839,41412,127380,46866,19585,419,2679,15504.9
2027-06-02,66566,77365,-10799,-7809,24116,111991,24174,12353,91,11983,60657.22
2027-06-03,48013,29072,18941,20277,41507,73930,44766,8680,136,14683,21389.55
2027-06-04,72132,56057,16075,20050,43003,106350,31929,10167,149,10431,40752.96
2027-06-05,48084,35417,12667,13683,14753,145627,20824,16816,290,13708,25439.44
2027-06-06,41143,65791,-24648,-25375,14163,147261,66802,8378,164,9427,40433.54
2027-06-07,34179,21443,12736,14197,36556,141405,24923,7723,406,7068,14318.69
2027-06-08,78726,52610,26116,28674,17111,145050,62515,18795,61,10316,38212.95
2027-06-09,30222,36925,-6703,-9505,19391,101899,56978,9400,101,7532,23713.91
2027-06-10,79965,45002,34963,38765,18808,88366,56121,6081,233,8143,27041.94
2027-06-11,84068,51795,32273,36005,20145,129449,59928,15139,387,6572,36574.56
2027-06-12,43949,45993,-2044,331,19009,83826,22527,13929,489,8565,30853.84
2027-06-13,36116,15260,20856,23745,42820,60266,40246,6679,107,6936,9864.12
2027-06-14,71052,77702,-6650,-11238,15386,71124,47583,10084,230,2204,59170.62
2027-06-15,71369,24127,47242,49498,23003,61338,42029,17915,463,6741,17865.71
2027-06-16,68817,65949,2868,3736,29487,132866,34421,18276,227,12610,48112.68
2027-06-17,94311,64483,29828,34803,42958,58934,20733,7166,269,9306,51188.55
2027-06-18,49655,51978,-2323,-1946,19910,146859,44155,10654,219,5077,37991.73
2027-06-19,77802,39843,37959,42878,35406,98527,55365,10072,445,5077,29722.05
2027-06-20,67632,66211,1421,2148,46240,149699,52551,19531,303,11730,43141.53
2027-06-21,34193,47840,-13647,-17220,48041,110327,37592,9693,274,10531,36004.05
2027-06-22,50776,52879,-2103,-3593,28482,92327,56594,6829,370,7733,37506.42
2027-06-23,63225,17921,45304,41941,45353,85011,31138,8610,114,5044,12781.78
2027-06-24,80010,58413,21597,21173,20517,93217,61719,15397,364,14845,36682.54
2027-06-25,85451,18888,66563,69934,10450,84422,47874,10493,396,11658,14109.8
2027-06-26,68812,15177,53635,52031,24174,110365,32227,6599,467,11613,11128.76
2027-06-27,38895,66151,-27256,-27579,30813,103072,58454,19485,249,11791,41680.63
2027-06-28,85782,73115,12667,13192,41953,62200,57862,16973,325,4796,46494.42
2027-06-29,41209,73289,-32080,-29958,18956,85444,41857,7906,240,5202,56627.44
2027-06-30,81807,22426,59381,56023,43249,63609,39564,19613,109,11071,16230.59
2027-07-01,43086,19495,23591,19885,25038,134371,30954,11206,150,14077,12291.09
2027-07-02,47207,48037,-830,3944,24480,78861,34668,5407,370,2385,30894.31
2027-07-03,40897,25047,15850,14386,14648,71875,26721,14210,143,8471,17375.53
2027-07-04,83083,33039,50044,52831,26459,99258,35011,11321,138,6040,25778.44
2027-07-05,86957,76096,10861,14416,26166,122123,28116,17512,102,2397,53339.71
2027-07-06,98506,50301,48205,45321,39344,133240,60605,12581,79,5242,32001.41
2027-07-07,27283,63707,-36424,-38863,20527,51408,59349,14301,139,4787,49027
2027-07-08,20255,60114,-39859,-38820,39844,81247,46527,19726,113,13523,41086.52
2027-07-09,96555,75033,21522,23922,11460,137349,64750,17729,367,6372,55449.01
2027-07-10,35487,36366,-879,1989,23377,90927,39798,15696,323,6115,22797.7
2027-07-11,39346,35745,3601,4866,21440,130924,28110,8231,187,7949,26918.45
2027-07-12,55050,58082,-3032,-5490,11998,138775,36525,7256,312,13577,45517.95
2027-07-13,28744,70270,-41526,-39806,45358,51217,61025,6685,123,9959,53728.58
2027-07-14,44756,26353,18403,17423,34774,56807,27129,10087,247,11242,15973.8
2027-07-15,81596,40080,41516,37399,20659,74638,34521,16228,181,4314,28756.4
2027-07-16,45146,33788,11358,7530,11097,78471,20038,16300,89,11262,24177.47
2027-07-17,75032,49969,25063,30039,46262,142653,40906,13355,315,6737,38137.34
2027-07-18,62687,70171,-7484,-5446,12141,86788,56382,7733,331,5588,56058.86
2027-07-19,66103,75633,-9530,-8935,16503,98765,28255,13041,282,8185,59475.96
2027-07-20,41976,76925,-34949,-35275,36884,68090,29473,10769,430,3947,47731.72
2027-07-21,82863,20659,62204,64942,45540,133072,53066,11614,273,8190,15538.68
2027-07-22,20591,48921,-28330,-25026,43085,71365,32031,11532,104,2409,38432.68
2027-07-23,26277,19161,7116,8804,27751,124367,42055,19847,334,14375,13058.38
2027-07-24,81860,30503,51357,52899,17021,89562,34393,6738,472,8031,23972.78
2027-07-25,22260,42003,-19743,-15760,13311,60387,49523,14788,230,14701,32797.55
2027-07-26,85883,65488,20395,16710,19850,139166,26229,16403,484,8813,47678.25
2027-07-27,44741,39982,4759,2992,40372,84011,67372,11163,456,14464,31246.01
2027-07-28,57211,18478,38733,33783,40271,73368,22559,11025,272,5604,13820.92
2027-07-29,61542,43620,17922,13065,35018,68835,64499,6689,277,13245,31636.96
2027-07-30,26869,64428,-37559,-38872,18800,103364,62091,6291,361,4292,42684.05
2027-07-31,84732,70910,13822,14623,43860,58126,27926,7153,238,2606,50464.75
2027-08-01,39422,67632,-28210,-27958,13784,59806,62206,12165,214,12984,49783.22
2027-08-02,55613,50129,5484,6102,42390,122809,45494,13664,182,8642,35301.36
2027-08-03,77016,42172,34844,34329,29241,124848,20746,19983,183,8371,29531.64
2027-08-04,80110,69520,10590,12927,11944,89389,40701,12539,453,8292,54152.04
2027-08-05,97922,25160,72762,75913,45639,135839,52492,10395,291,5752,20051.34
2027-08-06,54033,72804,-18771,-15655,19134,118144,44904,11616,375,4557,54117.43
2027-08-07,65213,50214,14999,13729,41595,133365,66502,11383,461,9347,33572.17
2027-08-08,81993,26931,55062,59002,16604,119335,57545,17846,253,8379,20985.69
2027-08-09,32938,46170,-13232,-9166,19649,65770,44820,6373,210,4669,35298.61
2027-08-10,96695,46190,50505,48449,35940,125076,26687,19027,447,14484,34559.11
2027-08-11,22274,78107,-55833,-56030,12138,94977,62791,14223,209,6993,52950.54
2027-08-12,51815,73926,-22111,-25903,18480,104128,24094,9566,85,5177,53266.86
2027-08-13,96018,22601,73417,72150,33321,76068,32363,16344,71,12133,15309.32
2027-08-14,38961,52819,-13858,-18645,16115,127226,59627,5643,498,11910,33520.53
2027-08-15,40044,18517,21527,23093,46112,139442,52858,7752,189,3515,13987.44
2027-08-16,41975,19802,22173,18991,33532,144533,61261,18604,487,8875,14652.28
2027-08-17,34706,60158,-25452,-26958,17681,68440,45113,16443,55,9231,39728.08
2027-08-18,25974,33759,-7785,-12300,14686,69436,69258,8046,191,11950,23702.56
2027-08-19,96464,22850,73614,76158,49467,145322,53162,8335,130,5955,16435.72
2027-08-20,41213,21744,19469,17484,22835,134253,39463,14632,81,7266,16550.4
2027-08-21,21950,37773,-15823,-17344,25281,63454,28870,13804,301,5237,22877.5
2027-08-22,30411,63185,-32774,-30845,34298,93423,58926,15366,300,13072,48931.25
2027-08-23,66156,21248,44908,46322,26607,79395,27939,16385,109,13637,14368.98
2027-08-24,82744,75083,7661,7877,38226,98059,40672,9070,226,14008,52894.39
2027-08-25,37771,65123,-27352,-27415,11521,59142,30914,17706,73,12268,45132.73
2027-08-26,89810,63196,26614,24732,48816,68209,65556,18464,472,8518,47889.23
2027-08-27,55053,22136,32917,28580,47912,113095,20005,10310,372,9308,16212.45
2027-08-28,72076,57285,14791,10814,14772,96140,50834,8932,457,12122,42916.2
2027-08-29,27045,72496,-45451,-44135,16307,85155,60001,7343,385,8437,57576.03
2027-08-30,77623,26800,50823,50265,41010,104126,54542,10949,123,8823,20253.59
2027-08-31,49714,68112,-18398,-23162,22050,122498,20978,5667,323,8434,50881.48
2027-09-01,54386,75450,-21064,-19378,20284,99337,32382,9148,445,5506,47323.04
2027-09-02,28562,77396,-48834,-50491,22655,65451,60116,6890,455,12071,51891.87
2027-09-03,75048,67238,7810,9360,10736,149558,22770,12474,154,10375,48334.93
2027-09-04,32026,28417,3609,734,39594,88026,62999,6519,344,12908,18731.6
2027-09-05,51589,40305,11284,14242,33362,50881,46518,18890,388,9703,29454.45
2027-09-06,46844,51735,-4891,-6674,43801,99927,60904,15561,358,11974,33758.83
2027-09-07,43447,60129,-16682,-19727,26244,139882,26162,15063,232,11698,39898.9
2027-09-08,97502,52719,44783,45938,16663,79333,53292,13573,68,3430,31981.89
2027-09-09,74708,19002,55706,58633,23345,100759,29149,6264,108,3067,12281.13
2027-09-10,83925,17332,66593,61821,28665,140464,44839,9333,371,7121,12172.68
2027-09-11,90825,41149,49676,49614,17348,60278,22424,11907,199,14869,29909.79
2027-09-12,71574,59228,12346,12406,48801,83864,56669,6376,409,6665,40765.77
2027-09-13,38812,19375,19437,21252,14619,57029,41595,19086,192,11056,12944.41
2027-09-14,75309,44458,30851,28737,20566,119653,39802,19102,488,10561,31698.24
2027-09-15,84230,48453,35777,37651,43281,135281,59479,6145,309,4849,29680.73
2027-09-16,61628,35272,26356,28961,24233,69267,65172,7142,383,7858,23090.12
2027-09-17,60581,73923,-13342,-15523,43432,111293,41797,17203,140,8087,50060.86
2027-09-18,66628,32352,34276,32265,44955,110493,59752,10181,133,9442,22516.44
2027-09-19,45105,76081,-30976,-26698,32208,127242,60718,18137,177,7442,57933.02
2027-09-20,99830,71472,28358,30496,49006,133380,54365,19291,369,4140,53652.98
2027-09-21,89157,78778,10379,7372,32695,145592,64333,19215,182,14714,54709.73
2027-09-22,52442,17033,35409,33454,19947,125746,58305,5093,472,10234,11896.53
2027-09-23,22347,54843,-32496,-31303,22315,60965,39992,15508,431,14083,40609.75
2027-09-24,67650,36645,31005,29310,49925,119685,22506,6765,267,7370,25665.09
2027-09-25,37110,40343,-3233,-6241,18499,103618,60206,16165,330,13894,25273.15
2027-09-26,82170,62415,19755,18354,38805,119189,22521,6683,121,13521,43208.28
2027-09-27,24923,15645,9278,7865,21556,66480,34501,14289,338,10279,11272.03
2027-09-28,71801,46775,25026,21331,44761,59076,25280,11508,217,14882,33546.5
2027-09-29,82771,19121,63650,65013,10703,86487,57730,12835,82,11872,11961.65
2027-09-30,68135,78374,-10239,-9772,16638,94678,21005,13594,143,3114,62235.27
2027-10-01,39199,78742,-39543,-40084,10354,66262,22458,18953,253,14879,53032.56
2027-10-02,29066,23112,5954,6041,43314,112499,48083,11700,348,11489,18433.55
2027-10-03,72136,78198,-6062,-10143,24973,56461,51563,16354,64,4740,59712.37
2027-10-04,56575,24271,32304,35537,15136,63681,20723,12724,406,6178,15730.99
2027-10-05,66733,54204,12529,8811,10109,89986,37675,14533,157,2552,42476.91
2027-10-06,36991,40212,-3221,-2112,46439,56430,26521,19259,365,12239,25988.74
2027-10-07,42553,60285,-17732,-20612,41568,78914,37145,16699,74,14513,37830.26
2027-10-08,20634,25292,-4658,-5162,24944,88178,64452,9524,98,4868,17316.77
2027-10-09,32771,38481,-5710,-7560,43233,148716,48677,10899,242,4858,24175.16
2027-10-10,38298,56060,-17762,-17456,42944,125997,41459,11654,343,3060,34173.3
2027-10-11,99876,53354,46522,43355,37774,107264,28654,8231,440,10222,35479.92
2027-10-12,55999,43493,12506,15229,31766,76464,65438,16920,320,5731,28671.97
2027-10-13,91887,44475,47412,48290,15056,111047,39803,5823,88,4995,34901.01
2027-10-14,79648,15868,63780,63789,16409,124599,31041,18927,465,12153,10864.75
2027-10-15,82668,62370,20298,19160,23598,145984,68083,19309,121,11798,49779.87
2027-10-16,89374,53682,35692,30820,35784,73521,24613,10396,354,11676,33529.96
2027-10-17,87509,76441,11068,7413,26810,93792,57051,14376,335,2619,53989.56
2027-10-18,95783,23213,72570,74939,11527,67889,50873,16095,261,7170,17269.26
2027-10-19,64440,74969,-10529,-8397,15250,115631,56016,14782,142,4085,49620.41
2027-10-20,51655,37739,13916,13558,25158,66608,48798,5379,371,8598,23743.75
2027-10-21,63039,79747,-16708,-18485,39999,103982,39597,19586,479,6779,57651.93
2027-10-22,75255,16903,58352,56828,15952,61609,31155,9687,484,5121,12109.58
2027-10-23,92219,50344,41875,41972,29178,111662,46025,18314,256,6954,33584.75
2027-10-24,74989,62491,12498,17125,37760,128814,30988,19422,162,7068,40735.94
2027-10-25,31244,51877,-20633,-17186,36482,73835,34328,14654,493,5719,39960.68
2027-10-26,78595,35998,42597,43319,37149,98381,63376,12825,475,13573,28453.76
2027-10-27,59551,72166,-12615,-7670,32352,84469,47584,10129,349,4855,53400.38
2027-10-28,83230,67445,15785,15531,41757,135739,40054,5543,55,9726,47222.81
2027-10-29,48371,33319,15052,13463,41404,123865,21853,7283,456,12755,20601.84
2027-10-30,89358,48383,40975,36050,18947,126653,36271,17620,133,13983,30047.48
2027-10-31,48878,36441,12437,11048,16303,65075,40902,9562,268,11007,25222.89
2027-11-01,56157,25642,30515,33516,17943,54690,53682,19111,353,11111,20004.3
2027-11-02,25914,26776,-862,2834,47409,71019,29095,9390,106,4489,20195.16
2027-11-03,47180,39862,7318,5710,15780,70164,22711,10964,373,14613,29439.54
2027-11-04,23688,46103,-22415,-22304,24294,81831,41364,12918,140,2623,30051.74
2027-11-05,98616,26510,72106,73225,48408,82116,40727,9104,365,12311,16635.95
2027-11-06,29916,49691,-19775,-22381,16183,69065,48687,18579,91,6018,38713.42
2027-11-07,76363,28402,47961,44377,17933,145622,62380,14221,94,11828,18104.89
2027-11-08,47360,77265,-29905,-27062,26874,59729,66193,14785,310,5612,49964.07
2027-11-09,57805,21455,36350,39781,30373,114312,40893,5467,66,14990,16155.04
2027-11-10,33453,55372,-21919,-20866,26582,66106,37548,17393,198,13333,41852.82
2027-11-11,42703,55920,-13217,-16440,22378,127065,46324,12123,276,12844,41228.57
2027-11-12,79021,17773,61248,62562,18590,72609,61298,16691,212,4084,11179.12
2027-11-13,94176,58050,36126,36890,26843,91825,30394,14143,366,7365,37001.95
2027-11-14,27410,69345,-41935,-42777,40944,107741,53259,11841,424,6750,53198.74
2027-11-15,68268,42377,25891,25037,33316,71193,60997,9296,276,11346,28146.71
2027-11-16,54248,73336,-19088,-21457,40808,85173,31442,18243,357,13178,52140.12
2027-11-17,51159,24776,26383,26823,33847,93807,49327,18050,197,12812,18866.37
2027-11-18,62039,66055,-4016,-5627,21438,82948,66807,11787,401,12555,43339.24
2027-11-19,67800,73219,-5419,-1013,47436,88402,38942,13468,415,13917,46504.48
2027-11-20,60761,47059,13702,9371,11293,145222,61899,11711,185,6341,31573.84
2027-11-21,63663,44405,19258,17819,20951,64895,59025,11434,331,6115,31287.45
2027-11-22,60412,74229,-13817,-12584,20583,141271,33744,8732,50,3329,51070.04
2027-11-23,55367,15143,40224,40765,27582,55384,29615,9585,492,5344,9923.64
2027-11-24,25813,71648,-45835,-43177,35045,50202,52010,16289,330,4434,48714.3
2027-11-25,79894,66408,13486,17293,31318,137521,42479,14599,182,9776,49799.07
2027-11-26,71444,40698,30746,30404,33313,92839,26158,11917,203,7814,28954.6
2027-11-27,54269,32083,22186,24607,23306,105582,45785,8716,85,3186,21249.78
2027-11-28,81748,60169,21579,25901,25382,116656,34673,14625,56,9069,42206.72
2027-11-29,61190,37702,23488,25949,37161,119494,43569,12066,281,10231,28391.48
2027-11-30,60318,48038,12280,12910,49041,82861,65794,12870,140,3697,31636.77
2027-12-01,57018,56022,996,1351,37250,115230,39652,7001,57,9558,35694.65
2027-12-02,59759,16007,43752,48465,18357,104566,35169,17918,455,13696,11367.16
2027-12-03,36498,42419,-5921,-2909,17416,75615,43837,11587,313,6060,29522.54
2027-12-04,45989,61483,-15494,-16043,44459,106255,23736,16172,203,11341,44136.88
2027-12-05,45568,58232,-12664,-15000,12415,137499,37770,13756,82,14521,36229.94
2027-12-06,86577,25174,61403,61265,33226,115746,53630,15420,348,14830,16205.81
2027-12-07,50099,45880,4219,7714,18818,105854,35826,19543,197,3202,28099.3
2027-12-08,60639,22203,38436,34951,12305,101642,54806,7592,285,4881,17039.44
2027-12-09,43482,74772,-31290,-35707,32734,144227,52737,19439,377,6727,50798.48
2027-12-10,89212,51492,37720,41278,43899,140132,38641,17161,424,13954,40094.61
2027-12-11,75261,43989,31272,34922,44412,114996,48646,5731,420,5975,34712.39
2027-12-12,50048,42331,7717,2836,12294,105118,22543,11139,420,2638,25894.54
2027-12-13,23065,59694,-36629,-38345,25585,99712,20928,6709,51,14292,41043.19
2027-12-14,22036,37983,-15947,-13039,38849,90335,22178,10174,93,2045,26113.61
2027-12-15,55814,73636,-17822,-19568,13217,86111,51249,13116,458,11096,53728.07
2027-12-16,79694,70639,9055,8514,47964,63334,52099,8907,245,12685,43389.31
2027-12-17,36924,44735,-7811,-7246,12085,50107,45011,7090,244,9513,35203.99
2027-12-18,80204,55685,24519,21487,22679,71315,33147,14363,296,13430,42158.39
2027-12-19,52844,35893,16951,14482,22879,114092,60223,5149,346,7161,21699.75
2027-12-20,41518,30739,10779,14822,16803,121332,54980,15488,356,4132,19599.79
2027-12-21,37059,44917,-7858,-6469,40139,133991,30310,14396,69,9869,34358.92
2027-12-22,43052,69552,-26500,-29571,37417,82572,62267,12890,387,11635,44835.26
2027-12-23,89803,35704,54099,51042,35506,69207,49727,10085,202,4594,24048.76
2027-12-24,91524,45152,46372,50327,14216,100923,28360,5366,99,3441,32976.79
2027-12-25,28680,73521,-44841,-46545,42409,101652,53187,15658,57,14589,45136.6
2027-12-26,87021,62383,24638,24914,20923,80236,48757,8372,216,11368,45848.3
2027-12-27,40043,53240,-13197,-12472,29832,117698,58672,15500,496,7734,34822.67
2027-12-28,22419,22206,213,-3886,45184,72921,43561,7190,383,5586,14085.41
2027-12-29,76892,38256,38636,43346,32315,83719,51578,17028,440,2499,23710.27
2027-12-30,37140,39307,-2167,-1202,35728,52667,65584,8415,313,5842,24811.63
2027-12-31,63484,19716,43768,42024,14376,92568,34687,12776,342,14817,14006.84
2028-01-01,83869,71270,12599,13105,23647,78309,57609,6993,167,14965,56126.23
2028-01-02,65210,50388,14822,18755,49932,144985,61098,12010,103,2659,37099.93
2028-01-03,77600,33920,43680,42233,28190,134563,61260,12908,369,13983,23409.13
2028-01-04,98497,52871,45626,48058,26970,80099,22904,16507,218,3887,41970.94
2028-01-05,26487,57928,-31441,-34748,47220,98946,67230,9191,133,6620,37538.76
2028-01-06,80692,38464,42228,43723,10486,129450,69680,16727,95,5657,29434.22
2028-01-07,82112,53085,29027,26156,33938,135093,23705,19412,401,4636,33570.09
2028-01-08,51110,28587,22523,21534,11708,78937,48214,14296,331,7859,18432.49
2028-01-09,36360,16195,20165,18417,40071,112376,59118,19404,407,3130,11281.14
2028-01-10,69410,75175,-5765,-9400,23356,115245,66340,13176,128,12985,46646.37
2028-01-11,93167,40083,53084,56471,46774,104991,69258,11316,209,13155,26378.53
2028-01-12,23017,64556,-41539,-40336,31011,82039,64663,14287,480,9692,47387.65
2028-01-13,80124,65446,14678,9828,29414,119877,64794,13494,97,3046,45326.63
2028-01-14,70949,37438,33511,33691,47070,112724,61001,8673,315,2050,26683.1
2028-01-15,78268,35009,43259,42782,41859,50810,26867,9363,253,7290,21365.07
2028-01-16,86320,55636,30684,32778,36387,116546,58722,12589,332,11842,36169.8
2028-01-17,51127,50587,540,-4130,27321,104978,34683,14766,318,13914,38108.01
2028-01-18,23196,36143,-12947,-14623,16239,79847,28322,13152,429,3653,25832.56
2028-01-19,95088,78618,16470,20551,42267,63685,60932,10036,59,9257,47186.99
2028-01-20,61300,69897,-8597,-12643,44799,90281,51675,16386,362,6039,50349.81
2028-01-21,69714,28696,41018,43418,29255,62958,44013,18815,191,8046,17981.54
2028-01-22,51921,78197,-26276,-26827,35458,131390,21643,5496,254,11055,48985.01
2028-01-23,24746,22564,2182,3542,48667,123725,29393,13241,325,14235,17731.51
2028-01-24,88535,18637,69898,66942,20200,133770,20788,15786,457,9369,14791.22
2028-01-25,85350,49641,35709,36354,13636,51141,37624,12996,449,14820,35019.65
2028-01-26,70345,77759,-7414,-5860,20749,91666,24488,12556,395,2801,55853.84
2028-01-27,69220,32790,36430,35029,47689,54030,50395,18132,246,11716,22342.9
2028-01-28,42063,43159,-1096,778,13863,57541,51691,10804,492,9248,33520.21
2028-01-29,91736,20514,71222,73263,48016,147482,42539,5805,223,13256,14452.61
2028-01-30,98946,49345,49601,49611,36712,78484,22359,18725,199,10540,38762.12
2028-01-31,65971,71924,-5953,-6963,12017,70678,24612,16020,344,6609,46347.05
2028-02-01,23598,36763,-13165,-10317,37725,132686,56316,13590,94,6604,22754.78
2028-02-02,30564,27568,2996,3641,30195,106224,54406,7386,271,7913,21984.98
2028-02-03,69725,43003,26722,23297,14780,51100,50896,12269,301,3384,30045.65
2028-02-04,79940,78907,1033,1052,32920,92430,36668,10118,451,14619,57044.07
2028-02-05,82085,20311,61774,63497,25744,53497,29462,7341,186,3886,13578.88
2028-02-06,37862,56596,-18734,-17980,17624,59886,31360,11377,67,7045,35469.58
2028-02-07,30265,53315,-23050,-25837,48039,109569,45223,9703,497,13679,40956.21
2028-02-08,29705,32191,-2486,-6260,36171,129628,56091,10331,200,2989,20245.61
2028-02-09,75279,66547,8732,13587,28897,133392,63873,11483,189,5558,46612.82
2028-02-10,82471,35908,46563,50118,47137,73664,51070,11512,124,3936,27512.93
2028-02-11,99834,16415,83419,80366,31851,104507,59929,16340,306,2227,12016.85
2028-02-12,82979,55276,27703,28247,17425,105158,32672,16353,242,14038,40622.87
2028-02-13,75828,62650,13178,12931,26616,129398,52674,9911,310,13116,40478.35
2028-02-14,66104,79427,-13323,-14691,11187,76464,29682,11736,332,14276,56007.13
2028-02-15,60934,33833,27101,27689,15423,80718,21014,9189,105,9440,20581.7
2028-02-16,26050,30406,-4356,-2698,47748,62667,58573,13451,259,5544,18610.55
2028-02-17,63952,44336,19616,24082,16999,115122,32598,12815,288,4964,33012.51
2028-02-18,28484,44421,-15937,-11300,14898,148470,35469,9181,366,12108,33636.86
2028-02-19,82648,51264,31384,31211,14805,60601,28297,18707,324,3263,32185.23
2028-02-20,79945,26780,53165,54303,39767,104088,38974,19354,471,14665,21161.97
2028-02-21,73678,54871,18807,19786,18105,69909,30524,18152,437,14476,34356.57
2028-02-22,51323,27221,24102,28303,15925,137656,32202,13895,271,9474,18619.2
2028-02-23,55361,36116,19245,19631,40873,52806,40436,8715,346,11404,23090.81
2028-02-24,30315,54790,-24475,-24188,20493,54552,52328,18697,310,13137,33956.51
2028-02-25,67968,55263,12705,17625,43459,132778,30784,12871,472,13494,43832.93
2028-02-26,46519,29422,17097,20984,42775,114809,48852,15875,474,10045,20234.88
2028-02-27,29107,56474,-27367,-27750,44850,141800,52562,16646,452,3987,37615.11
2028-02-28,75781,36483,39298,36682,11703,107761,24361,9806,418,12247,24283.3
2028-02-29,23869,55100,-31231,-26657,15227,85592,52576,19594,245,13852,35356.55
2028-03-01,47370,67446,-20076,-18280,18331,131570,21376,16975,246,9769,53536.99
2028-03-02,82695,67060,15635,14240,10658,79466,40966,8976,67,10077,46793.68
2028-03-03,80422,20416,60006,62039,38984,95996,53681,18427,218,8322,14414.25
2028-03-04,27971,30251,-2280,2640,14661,135228,25994,8092,278,7544,22449.76
2028-03-05,45651,42074,3577,5324,40222,138050,35852,16988,230,14806,28675.55
2028-03-06,76974,73710,3264,7108,23534,59642,64604,5695,77,9758,48344.8
2028-03-07,43446,72684,-29238,-26302,46205,74636,43771,16359,450,7636,47866.54
2028-03-08,58108,61540,-3432,-7674,34977,88596,44251,18179,65,9948,41210.47
2028-03-09,95179,77855,17324,13603,42555,54187,55481,13277,258,14025,55692.43
2028-03-10,23823,27164,-3341,-7900,17514,141009,41488,8178,416,9612,20811.45
2028-03-11,33454,73904,-40450,-39222,49295,83737,67146,17733,107,4031,47929.81
2028-03-12,23932,69822,-45890,-43174,10851,118114,26931,5584,460,6085,50048.07
2028-03-13,30220,17468,12752,11945,45476,105103,26815,8558,204,5581,13103.08
2028-03-14,94090,66580,27510,26480,13868,106121,60565,17218,434,6825,53191.23
2028-03-15,87965,67840,20125,16651,21370,59211,61482,9814,432,3348,53019.88
2028-03-16,48208,70300,-22092,-26902,18534,80651,31245,15191,478,14135,51280.48
2028-03-17,92980,58655,34325,31198,25683,51653,49803,14515,424,10113,46301.27
2028-03-18,30510,17027,13483,16441,11786,147647,65671,18641,460,5482,13416.16
2028-03-19,64045,38555,25490,27858,22863,116796,24413,8976,84,2111,23476.66
2028-03-20,30537,26944,3593,6082,13748,53362,68750,6999,214,4790,19673.65
2028-03-21,92683,15315,77368,80236,49414,55480,68639,7187,97,12454,11183.9
2028-03-22,89134,29133,60001,63450,33093,147417,53910,19377,483,3001,21422.15
2028-03-23,92254,51757,40497,43843,44106,142783,46624,15355,175,11545,40769.33
2028-03-24,33782,73445,-39663,-39057,48074,142401,69893,18780,83,3293,48285.6
2028-03-25,85587,48298,37289,36191,46564,136307,24875,10996,242,8911,31261.59
2028-03-26,95720,39268,56452,58112,40122,109828,53080,16930,204,3345,27327.47
2028-03-27,98004,58362,39642,42727,27075,82631,23144,9409,169,13389,38562.59
2028-03-28,42072,66011,-23939,-26527,46646,140871,59239,16852,265,3394,43824.15
2028-03-29,92746,79544,13202,8225,13916,56671,50202,14074,454,4210,51670.65
2028-03-30,65702,19757,45945,47569,43426,61038,68339,16628,345,14446,14506.33
2028-03-31,26057,55640,-29583,-26625,40371,72716,59030,5823,387,2234,41554.68
2028-04-01,50916,63266,-12350,-15609,31803,98041,52644,6686,374,10243,39213.57
2028-04-02,47268,44967,2301,461,48701,127312,52789,11357,490,10874,34164.66
2028-04-03,63978,40795,23183,21554,28087,105977,47603,16511,474,8164,26663.85
2028-04-04,43259,43798,-539,3713,21444,69632,65176,14201,156,12906,27436
2028-04-05,73583,76788,-3205,-4854,31944,130090,22404,17980,240,11773,53089.07
2028-04-06,99400,57726,41674,37134,43170,142818,39009,9492,222,7674,41721.5
2028-04-07,54293,48835,5458,2575,25821,73247,64291,16432,56,6284,36348.63
2028-04-08,27043,46461,-19418,-18062,18427,61064,32957,15846,323,14812,33455.87
2028-04-09,70430,48495,21935,18541,43373,130519,67892,9055,81,2767,38193.32
2028-04-10,58893,31627,27266,22337,34798,52237,64981,6424,370,9606,19105.25
2028-04-11,60642,78496,-17854,-16503,39587,55967,59866,15857,159,11506,61406.59
